Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
Mason,2521,2526,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,2723,2729,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
NowPrince Hall,2731,2745,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the State Grand Lodge,2750,2771,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,2800,2806,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
State,2988,2993,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,3431,3437,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the Masonic Order,4555,4572,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Bill Alston,4735,4746,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,5234,5240,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Roosevelt,5636,5645,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
James Washington,5708,5724,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,6064,6070,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,6177,6183,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,6229,6235,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,7090,7096,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Sparks,7329,7335,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,7655,7661,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
State,8171,8176,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
King,9563,9567,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Bill,11099,11103,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Roosevelt,11238,11247,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Roosevelt,11282,11291,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,13291,13297,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,14040,14046,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
George Sparks,14215,14228,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the King George Grand Lodge,14246,14273,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
William Alston,14279,14293,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
George Sparks,14385,14398,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
William Alston,14453,14467,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,15167,15173,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Grand Master,15314,15326,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Martin Luther King,15541,15559,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,15944,15950,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,16382,16388,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the Black Masons,16966,16982,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,17248,17254,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Brown,17271,17276,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
